s.no,id,neo_reference_id,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,is_potentially_hazardous_asteroid,close_approach_date,relative_velocity_kmph,astronomical,miss_distance_km,miss_distance_lunar,orbiting_body
1,2415949,2415949,415949 (2001 XY10),19.37,0.3552670883,0.7944013596,False,2024-01-02,57205.8951204341,0.3372535274,50452409.349026638,131.1916221586,Earth
2,3160747,3160747,(2003 SR84),26.0,0.0167708462,0.0375007522,False,2024-01-02,38589.054833182,0.1323425924,19798169.933318188,51.4812684436,Earth
3,3309828,3309828,(2005 YQ96),20.62,0.1997813652,0.4467247133,True,2024-01-02,56413.0143519451,0.1670126223,24984732.559194501,64.9679100747,Earth
4,3457842,3457842,(2009 HC21),22.1,0.1010543415,0.2259643771,False,2024-01-02,21891.1182185894,0.4920511029,73609796.924990823,191.4078790281,Earth
5,3553062,3553062,(2010 XA11),26.1,0.0160160338,0.0358129403,False,2024-01-02,31468.9783588978,0.2358022486,35275514.131770482,91.7270747054,Earth
6,3591616,3591616,(2011 YP10),23.94,0.0433066885,0.0968366995,False,2024-01-02,20905.2083584121,0.0704899554,10545147.184234998,27.4205926506,Earth
7,3608936,3608936,(2012 SD22),20.05,0.2597496533,0.580817882,True,2024-01-02,39682.059481597,0.1644228854,24597313.435094098,63.9605024206,Earth
8,3795154,3795154,(2017 YD8),21.87,0.1123453177,0.2512117673,False,2024-01-02,68377.1134793652,0.2012574006,30107678.451496722,78.2891288334,Earth
9,3842680,3842680,(2019 KK5),22.79,0.0735453089,0.1644523102,False,2024-01-02,74999.2690004519,0.0260972745,3904096.678005315,10.1518397805,Earth
10,2613286,2613286,613286 (2005 YQ96),20.63,0.1988634532,0.4446721997,True,2024-01-02,56413.0425616862,0.16701304,24984795.0462248,64.96807256,Earth
11,54338714,54338714,(2023 AW),25.68,0.0194336768,0.0434550225,False,2024-01-02,19080.1143374717,0.1086400025,16252312.970794675,42.2609609725,Earth
12,54415081,54415081,(2023 XZ4),24.05,0.0411675457,0.0920534307,False,2024-01-02,40773.2703521008,0.1449999147,21691678.389301689,56.4049668183,Earth
13,54417653,54417653,(2023 YR),24.9,0.0278326768,0.0622357573,False,2024-01-02,43990.4575325894,0.0115640803,1729961.781388961,4.4984272367,Earth
14,54418497,54418497,(2024 AA),27.41,0.0087610261,0.01959025,False,2024-01-02,77155.5933716609,0.0040814207,610571.843293909,1.5876726523,Earth
15,54418796,54418796,(2022 OY78),26.38,0.0140784543,0.0314803809,False,2024-01-02,31793.2989592959,0.1173407628,17553928.179055236,45.6455567292,Earth
16,54419485,54419485,(2024 AQ1),23.72,0.0479242116,0.1071617948,False,2024-01-02,55690.3625074711,0.0438286898,6556678.638970726,17.0493603322,Earth
17,54419601,54419601,(2024 AA2),20.54,0.2072788434,0.4634895841,False,2024-01-02,57600.8836810697,0.1924771023,28794164.527852101,74.8735927947,Earth
18,54420153,54420153,(2024 AR3),23.6,0.0506471459,0.1132504611,False,2024-01-02,46955.9053910434,0.0526643224,7878470.456033288,20.4864214136,Earth
19,54421393,54421393,(2024 BK1),24.49,0.0336166921,0.0751692087,False,2024-01-02,21065.9333422733,0.2431104304,36368802.562623248,94.5699574256,Earth
20,2669051,2669051,669051 (2012 SD22),20.08,0.2561857545,0.5728487619,True,2024-01-02,39682.0580935237,0.1644228604,24597309.695147348,63.9604926956,Earth
21,54444997,54444997,(2024 KY),26.5,0.0133215567,0.0297879063,False,2024-01-02,22611.5370594138,0.2348125113,35127451.539830931,91.3420668957,Earth
22,54445206,54445206,(2024 KJ1),26.21,0.0152249185,0.0340439527,False,2024-01-02,17946.3945602822,0.107160298,16030952.32936526,41.685355922,Earth
23,3724393,3724393,(2015 OD22),21.21,0.152249185,0.3404395273,False,2024-01-01,91415.3925356518,0.4372881787,65417380.109699369,170.1051015143,Earth
24,3797695,3797695,(2018 BA),25.0,0.02658,0.0594346868,False,2024-01-01,60138.6729062958,0.3961064439,59256680.300714493,154.0854066771,Earth
25,3986699,3986699,(2020 BC),26.2,0.0152951935,0.0342010925,False,2024-01-01,29931.0378379052,0.1675870266,25070662.218993342,65.1913533474,Earth
26,54200446,54200446,(2021 SG2),25.54,0.0207278843,0.0463489584,False,2024-01-01,69336.4423409755,0.4799164554,71794479.505789998,186.6875011506,Earth
27,54235663,54235663,(2022 AO2),24.19,0.0385971268,0.0863057993,False,2024-01-01,70248.9352052905,0.3679836493,55049570.130106991,143.1456395777,Earth
28,54418438,54418438,(2023 YR1),25.68,0.0194336768,0.0434550225,False,2024-01-01,47864.7928761016,0.0166083198,2484569.266358826,6.4606364022,Earth
29,54418650,54418650,(2023 YY1),25.77,0.0186446818,0.041690776,False,2024-01-01,23313.886006764,0.0271321169,4058906.896831003,10.5543934741,Earth
30,54419698,54419698,(2024 AV2),26.64,0.0124897854,0.0279280092,False,2024-01-01,29028.3645991597,0.0097074099,1452207.844256913,3.7761824511,Earth
31,54421384,54421384,(2024 AA6),25.12,0.0251509837,0.0562393094,False,2024-01-01,25647.6217998182,0.0491415516,7351471.447855092,19.1160635724,Earth
32,54513047,54513047,(2025 AB),27.13,0.0099667824,0.022286403,False,2024-01-01,27925.9738377584,0.1583792654,23693200.756004698,61.6095342406,Earth
33,2450293,2450293,450293 (2004 LV3),18.83,0.4555698523,1.0186851583,True,2024-01-04,85384.3979548105,0.2515406075,37629939.100506025,97.8492963175,Earth
34,3541505,3541505,(2010 PJ),22.14,0.0992098919,0.2218400624,False,2024-01-04,66284.046805343,0.325882928,48751391.89816336,126.768458992,Earth
35,3759758,3759758,(2016 SU2),27.6,0.0080270317,0.0179489885,False,2024-01-04,61645.9178601515,0.1648175282,24656351.157384934,64.1140184698,Earth
36,54244177,54244177,(2022 BR6),26.66,0.0123752784,0.0276719637,False,2024-01-04,73098.6130534572,0.4542370391,67952893.524466717,176.6982082099,Earth
37,54377575,54377575,(2023 QC2),26.1,0.0160160338,0.0358129403,False,2024-01-04,19363.5674240887,0.4421869191,66150221.239222317,172.0107115299,Earth
38,54416724,54416724,(2023 XX12),24.76,0.0296862251,0.0663804174,False,2024-01-04,24905.7058657695,0.0568168249,8499675.985202963,22.1017448861,Earth
39,54416853,54416853,(2023 XS13),24.27,0.037201031,0.0831840342,False,2024-01-04,24856.6146233309,0.1552920913,23231366.086325531,60.4086235157,Earth
40,54418649,54418649,(2024 AD),28.76,0.0047049496,0.0105205872,False,2024-01-04,35641.5158026425,0.0016221885,242675.944338495,0.6310313265,Earth
41,54419602,54419602,(2024 AB2),26.83,0.0114433973,0.0255882143,False,2024-01-04,25213.574669802,0.0049740667,744109.783557929,1.9349119463,Earth
42,54467128,54467128,(2024 QT),27.93,0.0068953287,0.0154184238,False,2024-01-04,21162.834162253,0.2794852184,41810393.369124808,108.7197499576,Earth
43,3154493,3154493,(2003 JV14),21.39,0.1401376972,0.3133574171,False,2024-01-03,49177.1673871585,0.2621610014,39218727.406507018,101.9806295446,Earth
44,3440771,3440771,(2008 WZ94),20.26,0.235806068,0.5272783976,True,2024-01-03,51921.2720256358,0.4821520704,72128922.747930048,187.5571553856,Earth
45,3591759,3591759,(2011 YE40),25.2,0.0242412481,0.0542050786,False,2024-01-03,47099.8219113461,0.1185645923,17737010.465498401,46.1216264047,Earth
46,3595775,3595775,(2012 AB11),22.32,0.0913177026,0.2041925905,False,2024-01-03,66101.0085197716,0.2870697327,42945020.553389349,111.6701260203,Earth
47,3605578,3605578,(2012 LJ2),21.7,0.1214940408,0.2716689341,False,2024-01-03,62605.7918647103,0.4856779711,72656389.982481557,188.9287307579,Earth
48,3645001,3645001,(2013 NT11),19.49,0.3361669212,0.7516920875,False,2024-01-03,136267.5931308216,0.3878716833,58024777.654994571,150.8820848037,Earth
49,3751529,3751529,(2016 GZ215),21.08,0.1616422833,0.3614431336,False,2024-01-03,13412.6297084999,0.3169592421,47416427.494974327,123.2971451769,Earth
50,3787600,3787600,(2017 UJ2),30.9,0.0017561232,0.0039268108,False,2024-01-03,20392.71468415,0.2789034507,41723362.160370009,108.4934423223,Earth
51,3789479,3789479,(2017 WQ1),24.98,0.0268259417,0.0599846292,False,2024-01-03,77947.7941353121,0.3928589898,58770868.084431726,152.8221470322,Earth
52,3837605,3837605,(2019 AE3),27.4,0.0088014652,0.0196806745,False,2024-01-03,30643.8908800298,0.219831404,32886309.79750948,85.514416156,Earth
53,3986746,3986746,(2020 BG1),22.08,0.1019893859,0.2280551997,False,2024-01-03,30660.8552813021,0.4392947647,65717561.101271189,170.8856634683,Earth
54,54048870,54048870,(2020 OU),22.23,0.095182033,0.212833496,False,2024-01-03,35815.2965269734,0.3576520119,53503979.181454653,139.1266326291,Earth
55,54278142,54278142,(2022 JM),28.8,0.0046190746,0.0103285648,False,2024-01-03,15135.7875736874,0.1665503321,24915574.929952627,64.7880791869,Earth
56,54339170,54339170,(2023 AE2),25.09,0.0255008688,0.0570216761,False,2024-01-03,40627.9359558418,0.4160098355,62234185.289850385,161.8278260095,Earth
57,54382904,54382904,(2023 RM9),22.63,0.0791689667,0.1770271912,False,2024-01-03,46687.637003535,0.4276145672,63970228.434091864,166.3420666408,Earth
58,54407115,54407115,(2023 WQ1),21.7,0.1214940408,0.2716689341,False,2024-01-03,21316.3863185218,0.2215539291,33143995.883491017,86.1844784199,Earth
59,54415862,54415862,(2023 XN7),21.91,0.1102947845,0.2466266358,False,2024-01-03,50245.145075255,0.2425550851,36285724.088628737,94.3539281039,Earth
60,54419016,54419016,(2024 AS),25.21,0.0241298697,0.0539560289,False,2024-01-03,26620.9107473446,0.0621231269,9293487.461979703,24.1658963641,Earth
61,54419705,54419705,(2024 AA3),25.76,0.0187307418,0.0418832119,False,2024-01-03,38651.4528346904,0.0348077157,5207160.128285559,13.5402014073,Earth
62,54419812,54419812,(2024 AH3),25.67,0.0195233786,0.0436556017,False,2024-01-03,35581.2855133506,0.0179963637,2692217.677265319,7.0005854793,Earth
63,54419817,54419817,(2024 AM3),26.6,0.0127219879,0.0284472297,False,2024-01-03,34700.8767701078,0.0179149084,2680032.137885108,6.9688993676,Earth
64,54425076,54425076,(2024 BB8),21.37,0.1414343753,0.3162568776,False,2024-01-03,43666.3832834038,0.4646252744,69506951.398405528,180.7392317416,Earth
65,2668499,2668499,668499 (2012 AB11),22.32,0.0913177026,0.2041925905,False,2024-01-03,66101.008470871,0.2870697328,42945020.568349136,111.6701260592,Earth
66,2676480,2676480,676480 (2016 GZ215),21.08,0.1616422833,0.3614431336,False,2024-01-03,13412.6295371653,0.316959242,47416427.48001454,123.297145138,Earth
67,2304640,2304640,304640 (2006 WW1),19.17,0.3895426161,0.8710437698,False,2024-01-06,82917.386474944,0.3042250642,45511421.604933254,118.3435499738,Earth
68,3102756,3102756,(2002 AO11),23.05,0.065246163,0.1458948557,False,2024-01-06,66352.9893943133,0.4011389088,60009526.330604256,156.0430355232,Earth
69,3623521,3623521,(2013 AK20),23.19,0.0611723235,0.1367854737,False,2024-01-06,33449.0167383958,0.2658726974,39773989.222194538,103.4244792886,Earth
70,3630638,3630638,(2013 EU9),21.66,0.1237527837,0.2767196367,False,2024-01-06,23244.7020210603,0.4595500589,68747709.969814543,178.7649729121,Earth
71,3752775,3752775,(2016 JX5),26.9,0.0110803882,0.0247765013,False,2024-01-06,47409.8201474422,0.219641036,32857831.15019332,85.440363004,Earth
72,3780672,3780672,(2017 PM26),21.28,0.1474195145,0.3296400556,False,2024-01-06,67006.5424308666,0.2157438397,32274818.884741439,83.9243536433,Earth
73,3794988,3794988,(2017 YZ1),20.43,0.2180494405,0.4875733714,True,2024-01-06,44018.2595059564,0.4823054753,72151871.794217611,187.6168298917,Earth
74,54131589,54131589,(2021 EU4),24.66,0.0310852938,0.0695088301,False,2024-01-06,48806.5481244749,0.2906663653,43483069.129521911,113.0692161017,Earth
75,54162245,54162245,(2021 MQ1),23.05,0.065246163,0.1458948557,False,2024-01-06,77270.3508057131,0.1358979668,20330046.370610716,52.8643090852,Earth
76,2585310,2585310,585310 (2017 YZ1),20.41,0.2200670271,0.4920848322,True,2024-01-06,44018.2553543482,0.4823053713,72151856.236039131,187.6167894357,Earth
77,2591179,2591179,591179 (2013 EU9),21.66,0.1237527837,0.2767196367,False,2024-01-06,23244.7048088382,0.4595501104,68747717.674104848,178.7649929456,Earth
78,54212682,54212682,(2021 UO1),28.03,0.0065849878,0.0147244804,False,2024-01-06,48600.390963496,0.4175439216,62463681.302806992,162.4245855024,Earth
79,54373932,54373932,(2023 MB3),30.0,0.002658,0.0059434687,False,2024-01-06,46861.3592628214,0.3657282297,54712164.161990739,142.2682813533,Earth
80,54397463,54397463,(2023 UE4),21.68,0.1226182113,0.2741826558,False,2024-01-06,30474.7461624521,0.2020846207,30231428.816477909,78.6109174523,Earth
81,54418498,54418498,(2024 AC),25.5,0.0211132445,0.0472106499,False,2024-01-06,24436.4638807862,0.0154698996,2314264.029273852,6.0177909444,Earth
82,54418648,54418648,(2023 YX1),24.86,0.0283501249,0.0633928065,False,2024-01-06,51523.5339034366,0.0259173986,3877187.626500982,10.0818680554,Earth
83,54419186,54419186,(2024 AH1),25.84,0.0180532326,0.0403682552,False,2024-01-06,34732.8834290542,0.0230037015,3441304.746515805,8.9484398835,Earth
84,54420155,54420155,(2024 AV3),25.78,0.0185590173,0.0414992243,False,2024-01-06,49762.1209539445,0.031246689,4674438.11895243,12.154962021,Earth
85,54421084,54421084,(2024 BR),21.67,0.1231841913,0.2754482254,False,2024-01-06,68918.5793084036,0.203790755,30486662.87369185,79.274603695,Earth
86,3387092,3387092,(2007 SG11),22.68,0.077366861,0.1729975604,False,2024-01-05,21130.5453762448,0.279217138,41770289.11229606,108.615466682,Earth
87,3655366,3655366,(2013 YD),23.6,0.0506471459,0.1132504611,False,2024-01-05,95388.94889847,0.4134715606,61854464.771335922,160.8404370734,Earth
88,3759280,3759280,(2016 RW19),20.97,0.1700415193,0.3802243961,False,2024-01-05,55636.6868556782,0.3310608323,49525995.352507201,128.7826637647,Earth
89,3795150,3795150,(2017 YA8),22.33,0.0908981358,0.2032544107,False,2024-01-05,74295.3517022466,0.47281464,70732063.0488168,183.92489496,Earth
90,3989198,3989198,(2020 BT8),22.66,0.0780827277,0.1745982871,False,2024-01-05,32809.7259574529,0.4020460517,60145232.976229879,156.3959141113,Earth
91,54016989,54016989,(2020 JB1),26.4,0.0139493823,0.0311917671,False,2024-01-05,29836.407506762,0.195163435,29196034.17788345,75.918576215,Earth
92,54191244,54191244,(2021 QC3),24.24,0.0377185489,0.0843412394,False,2024-01-05,65428.143420128,0.4792718313,71698045.113479331,186.4367423757,Earth
93,54360724,54360724,(2023 KF5),26.45,0.0136318556,0.0304817558,False,2024-01-05,51299.9383417686,0.3682368165,55087443.403980855,143.2441216185,Earth
94,54376461,54376461,(2023 OG5),24.2,0.0384197891,0.0859092601,False,2024-01-05,55324.8986595102,0.4815497794,72038821.297209878,187.3228641866,Earth
95,54406858,54406858,(2023 WX),21.41,0.138852907,0.310484539,False,2024-01-05,59465.664578394,0.3384902592,50637421.792067904,131.6727108288,Earth
96,54417658,54417658,(2023 YX),23.34,0.057089334,0.1276556316,False,2024-01-05,24550.9579392311,0.1761707793,26354773.339520091,68.5304331477,Earth
97,54435948,54435948,(2024 HY),23.67,0.0490405098,0.1096579137,False,2024-01-05,25849.764640261,0.337303243,50459846.69689241,131.210961527,Earth
98,2199003,2199003,199003 (2005 WJ56),18.16,0.620233153,1.3868834919,True,2024-01-07,55047.0116924064,0.1995345465,29849943.147815955,77.6189385885,Earth
99,2434188,2434188,434188 (2003 AD23),19.09,0.4041615334,0.9037326626,True,2024-01-07,121814.4318166937,0.204313989,30564937.56560343,79.478141721,Earth
100,3398095,3398095,(2007 YZ),19.53,0.3300311834,0.7379721607,False,2024-01-07,63326.0734302496,0.1917667009,28687889.991567083,74.5972466501,Earth
101,3520662,3520662,(2010 JR34),27.7,0.0076657557,0.0171411509,False,2024-01-07,38150.2228974764,0.203565311,30452936.93148757,79.186905979,Earth
102,3596030,3596030,(2012 BV13),22.29,0.0925880583,0.2070331923,False,2024-01-07,67673.6862419358,0.476653263,71306312.87334981,185.418119307,Earth
103,3843476,3843476,(2019 PJ),23.78,0.0466181437,0.1042413384,False,2024-01-07,51829.9434207299,0.0248646998,3719706.128269426,9.6723682222,Earth
104,54100190,54100190,(2020 XA5),24.29,0.0368599699,0.0824213984,False,2024-01-07,29683.7186858648,0.142752665,21355494.62082355,55.530786685,Earth
105,54151575,54151575,(2021 LA),23.84,0.0453476699,0.1014004725,False,2024-01-07,89673.010465549,0.4791922828,71686144.827317636,186.4057980092,Earth
106,54212701,54212701,(2021 UH2),25.13,0.0250354255,0.0559809132,False,2024-01-07,17887.5007576928,0.1645356081,24614176.510914747,64.0043515509,Earth
107,54418496,54418496,(2023 YV1),23.68,0.0488151892,0.1091540813,False,2024-01-07,29233.776157356,0.0564841975,8449915.634659325,21.9723528275,Earth
108,54418797,54418797,(2024 AM),27.83,0.0072202956,0.0161450717,False,2024-01-07,32484.0768586214,0.0080840728,1209360.071804936,3.1447043192,Earth
109,54419021,54419021,(2024 AW),25.53,0.0208235599,0.0465628955,False,2024-01-07,30585.5739394365,0.0286110782,4280156.357123434,11.1297094198,Earth
110,54419611,54419611,(2024 AL2),27.38,0.0088829042,0.0198627775,False,2024-01-07,23938.5466214872,0.010003857,1496555.69898459,3.891500373,Earth
111,54514905,54514905,(2025 AK2),21.74,0.1192765246,0.2667104172,True,2024-01-07,65934.8376853835,0.1889423676,28265375.745717012,73.4985809964,Earth
112,3147312,3147312,(2003 BN1),20.59,0.2025606009,0.4529392731,False,2024-01-13,115531.7319931414,0.159223364,23819476.10863468,61.937888596,Earth
113,3728898,3728898,(2015 TF),22.14,0.0992098919,0.2218400624,False,2024-01-13,60122.448818455,0.4280737173,64038916.311062151,166.5206760297,Earth
114,3781591,3781591,(2017 SM2),27.3,0.0092162655,0.0206081961,False,2024-01-13,27564.4808280082,0.090718593,13571308.28219691,35.289532677,Earth
115,3790060,3790060,(2017 WP28),20.92,0.1740022951,0.38908096,False,2024-01-13,158279.8647013056,0.4950125503,74052823.148147861,192.5598820667,Earth
116,3825489,3825489,(2018 MG7),21.39,0.1401376972,0.3133574171,True,2024-01-13,64705.6511065688,0.2858837546,42767600.755762702,111.2087805394,Earth
117,3826624,3826624,(2018 PW7),24.39,0.035200998,0.0787118244,False,2024-01-13,63740.7546240269,0.2524532448,37766467.696668576,98.2043122272,Earth
118,3986679,3986679,(2020 AK3),26.13,0.0157962856,0.0353215683,False,2024-01-13,63251.5627531602,0.398354781,59593026.74191647,154.960009809,Earth
119,3986764,3986764,(2020 BM1),25.6,0.0201629919,0.0450858206,False,2024-01-13,62003.9254699703,0.2365823392,35392214.023937504,92.0305299488,Earth
120,54101343,54101343,(2020 YG1),27.1,0.0101054342,0.0225964377,False,2024-01-13,61539.2642436494,0.4152023032,62113380.177814184,161.5136959448,Earth
121,54194973,54194973,(2021 RL7),28.27,0.0058959661,0.013183781,False,2024-01-13,27460.6156683288,0.0811755452,12143688.658008724,31.5772870828,Earth
122,54216277,54216277,(2021 VB2),28.34,0.0057089334,0.0127655632,False,2024-01-13,26810.1176205747,0.0779959411,11668026.657205457,30.3404210879,Earth
123,54378334,54378334,(2023 QS4),26.58,0.012839703,0.0287104486,False,2024-01-13,16830.2671851207,0.1268695089,18979408.299386043,49.3522389621,Earth
124,54419486,54419486,(2024 AR1),26.05,0.0163890951,0.0366471308,False,2024-01-13,16309.8765264169,0.0256409518,3835831.774052666,9.9743302502,Earth
125,54419701,54419701,(2024 AW2),26.32,0.0144728805,0.0323623447,False,2024-01-13,24277.1294123276,0.0280053841,4189545.809891867,10.8940944149,Earth
126,54420151,54420151,(2024 AP3),24.34,0.0360209346,0.0805452583,False,2024-01-13,54307.592882131,0.0844346826,12631248.671086062,32.8450915314,Earth
127,54420441,54420441,(2024 AD4),24.81,0.0290104841,0.0648694146,False,2024-01-13,47241.7614445212,0.0557464405,8339548.758881735,21.6853653545,Earth
128,54421380,54421380,(2024 BV),27.43,0.0086807046,0.0194106455,False,2024-01-13,66621.2117804896,0.014442149,2160514.72862263,5.617995961,Earth
129,54421910,54421910,(2024 BY1),25.71,0.0191670368,0.0428587972,False,2024-01-13,48083.1123424572,0.0203682656,3047049.149354272,7.9232553184,Earth
130,3266506,3266506,(2005 BH14),21.44,0.1369477737,0.3062245314,False,2024-01-12,62818.3146356222,0.3255285119,48698372.004509653,126.6305911291,Earth
131,3787093,3787093,(2017 UN1),24.75,0.0298232505,0.0666868155,False,2024-01-12,46953.6531006053,0.0717865203,10739110.531591761,27.9249563967,Earth
132,3797456,3797456,(2018 AN2),24.8,0.0291443905,0.0651688382,False,2024-01-12,41098.8159853024,0.1427527686,21355510.119162882,55.5308269854,Earth
133,3884015,3884015,(2019 UY8),24.96,0.0270741591,0.0605396602,False,2024-01-12,35357.5497170281,0.3734066758,55860843.343460546,145.2551968862,Earth
134,54240512,54240512,(2022 BS4),25.42,0.0219055911,0.0489823908,False,2024-01-12,74723.7485113142,0.3993439494,59741004.227627778,155.3447963166,Earth
135,54419014,54419014,(2024 AP),22.09,0.1015207872,0.2270073813,False,2024-01-12,72963.0535551091,0.0886980344,13269037.019426728,34.5035353816,Earth
136,54419484,54419484,(2024 AP1),25.28,0.0233644185,0.052244428,False,2024-01-12,19328.2611937866,0.1129802722,16901608.073140214,43.9493258858,Earth
137,54419695,54419695,(2024 AR2),26.42,0.0138214936,0.0309057992,False,2024-01-12,69101.4816209329,0.0084706389,1267189.536979143,3.2950785321,Earth
138,54420156,54420156,(2024 AW3),21.76,0.1181829909,0.2642652014,False,2024-01-12,75132.4170737232,0.1298128594,19419727.264849478,50.4972023066,Earth
139,54421916,54421916,(2024 BF2),25.68,0.0194336768,0.0434550225,False,2024-01-12,27147.6778181788,0.0749955061,11219167.972132007,29.1732518729,Earth
